PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,LogGI50_M,LogGI50_u,LogGI50_V,IndnGI50,StddevGI50,LogTGI_M,LogTGI_u,LogTGI_V,IndnTGI,StddevTGI
RESULT_TYPE,,,,,,,,FLOAT,FLOAT,FLOAT,INTEGER,FLOAT,FLOAT,FLOAT,FLOAT,INTEGER,FLOAT
RESULT_DESCR,,,,,,,,"Log of the GI50 result, unit: M.","Log of the GI50 result, unit: ug/mL.","Log of the GI50 result, unit: Volumetric.",Number of tests averaged for the GI50 value for this NSC and cell line.,Standard Deviation of the Log10 of the GI50 result averaged across all tests for this NSC and cell line.,"Log of the TGI result, unit: M.","Log of the TGI result, unit: ug/mL.","Log of the TGI result, unit: Volumetric.",Number of tests averaged for the TGI value for this NSC and cell line.,Standard Deviation of the Log10 of the TGI result averaged across all tests for this NSC and cell line.
38429,525400,5470065,C/C=C\C(CC(=O)O)CN1CCC2=C(C1)C(C3=CC=CC=C23)S(=O)(=O)C(F)(F)F,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697243&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
38430,525401,394107,C1C(C2=CC=CC=C2N1)CCNC(=O)OCC3=CC=CC=C3,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697244&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
38431,525402,394108,C1C(C2=CC=CC=C2N1S(=O)(=O)C(F)(F)F)CCNC(=O)OCC3=CC=CC=C3,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697245&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
38432,525403,5470066,C[C@H]1[C@H]2CN(C(=O)C[C@@H]2/C(=C/N(C)C)/C(=O)O1)CCC3=CN(C4=CC=CC=C43)S(=O)(=O)C(F)(F)F,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697246&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
38433,525404,394110,C[C@H]1[C@H]2CN(C(=O)C[C@@H]2CC(=O)O1)CCC3CN(C4=CC=CC=C34)S(=O)(=O)C(F)(F)F,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697247&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
38434,525405,394111,COC1=CC(=C(C=C1)C(=O)NCCC2CN(C3=CC=CC=C23)S(=O)(=O)C(F)(F)F)OC,Inactive,8,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697248&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.4841,,,1,0,-4,,,1,0
38435,525406,5470067,C/C=C\C(CC(=O)N(CCC1CN(C2=CC=CC=C12)S(=O)(=O)C(F)(F)F)CC3=C(C=C(C=C3)OC)OC)CC(=O)OC,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697249&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
38436,525407,394113,C[C@H]1[C@H]2CN(C(=O)C[C@@H]2CC(=O)O1)CCC3CN(C4=C3C=C(C=C4)CC5=CC6=C(C=C5)N(CC6CCN7C[C@@H]8[C@@H](OC(=O)C[C@H]8CC7=O)C)S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697250&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
38437,525420,6712557,C[C@@H]1CCC[C@@]([C@@H]2CC[C@@](O2)([C@H](C[C@@H]3[C@H]([C@H]1O)OC(=O)C3=C)I)C)(C)I,Inactive,19,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697264&systemname=NCI+Cancer&idn1=1&idn2=1,,-5.1294,,,2,0.4126,-4.6878,,,2,0.1949
38438,525421,5470068,C/C/1=C\CC[C@@]([C@H](C[C@@H]2[C@H](C/C(=C/CC1)/C)OC(=O)C2=C)I)(C)O,Active,55,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697265&systemname=NCI+Cancer&idn1=1&idn2=1,,-7.2995,,,1,0,-5.615,,,1,0
38439,525422,394129,C[C@H](CCCC(=O)C)[C@H]1[C@H]2[C@@H](C[C@H](O1)[C@]3(CCC(=O)O3)C)C(C(=O)O2)CSC4=CC=CC=C4,Inactive,12,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697266&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.7482,,,1,0,-4.307,,,1,0
38440,525424,54608971,C/C/1=C\CC[C@@]2([C@H](CC[C@@](O2)([C@H](C[C@@H]3[C@H](C1)OC(=O)C3=C)I)C)I)C,Inactive,18,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697268&systemname=NCI+Cancer&idn1=1&idn2=1,,-5.0614,,,2,0.0052,-4.732,,,2,0.0143
38441,131407100,54608959,CCCCCCCC1=CC2=C3C(=N1)C4=C(C=CC=N4)C(=O)C3=NC5=CC=CC=C52,Inactive,16,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697270&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.9665,,,1,0,-4.591,,,1,0
38442,525426,5470071,CC(=C)C1CC2=C(C=C(O2)C([C@H]3[C@@H](/C(=C/C1O)/C(=O)O3)N(C)C)C(=C)C)C(=O)OC,Inactive,15,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697273&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.8819,,,1,0,-4.5413,,,1,0
38443,525427,394134,C[C@@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC[C@@H]6[C@@]5(C[C@H]([C@@H](C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)O)OC9C(C(C(CO9)O)O)O)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)C)C)C)OC1,Inactive,28,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697274&systemname=NCI+Cancer&idn1=1&idn2=1,,-5.6745,,,2,0.0263,-5.1311,,,2,0.0998
38444,525428,394135,C[C@@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC[C@@H]6[C@@]5(CC[C@@H](C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)O)OC9C(C(C(CO9)O)O)O)OC2C(C(C(CO2)O)O)O)O)OC2C(C(C(C(O2)C)O)O)O)C)C)C)OC1,Inactive,30,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697275&systemname=NCI+Cancer&idn1=1&idn2=1,,-5.8193,,,2,0.0378,-5.5338,,,2,0.0161
38445,525429,394136,C[C@@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC[C@@H]6[C@@]5(C[C@H]([C@@H](C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)O)O)O)O)OC9C(C(C(C(O9)C)O)O)O)O)C)C)C)OC1,Inactive,28,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697276&systemname=NCI+Cancer&idn1=1&idn2=1,,-5.6924,,,1,0,-5.3854,,,1,0
38446,525433,3973,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC=C4,Inactive,24,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697286&systemname=NCI+Cancer&idn1=1&idn2=1,,-5.4254,,,1,0,-4,,,1,0
38447,525434,394140,COC1=C(C(=C(C=C1)OC)O)C2CCC3=CC(=C(C=C3O2)OC)OC,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697367&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
38448,525435,394141,CCOC(=O)C(C)C1=NC2=C(C(=C3C(=C2)C=CC=N3)Cl)NC1=O,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697368&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
38449,525436,394142,C1=CC=C(C=C1)CC2=NC3=C(C=C(C=C3)C(F)(F)F)NC2=O,Inactive,11,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697369&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.6313,,,1,0,-4.1627,,,1,0
38450,525437,394143,C1=CC=C(C=C1)CC2=NC3=C(C=CC(=C3)C(F)(F)F)NC2=O,Inactive,12,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697370&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.7084,,,1,0,-4.3329,,,1,0
38451,525438,394144,C1=CC=C(C=C1)CC2=NC3=CC(=C(C=C3NC2=O)F)F,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697371&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
38452,525439,135433822,CC(C)(C)/C(=C\C1=NC2=CC(=C(C=C2NC1=O)F)F)/O,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697372&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
38453,525441,394147,CC(C)(C)OC(=O)N1CCCC1C(=O)OC,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697381&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
38454,525442,394148,CC(C)(C)OC(=O)N1CCCC1(CCCCl)C(=O)OC,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697382&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
38455,525443,394149,COC(=O)C12CCCN1CCC2,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697383&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
38456,525444,394150,C1CC2(CCCN2C1)C=O,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697384&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
38457,525445,394151,CCC1(CCN(C1)S(=O)(=O)C2=CC=C(C=C2)C)C3=CC(=C(C=C3)OC)OC,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697385&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
38458,525446,394152,CC1=CC=C(C=C1)S(=O)(=O)N2CCC(C2)(CC(C)C)C3=CC(=C(C=C3)OC)OC,Inactive,9,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697386&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.5261,,,1,0,-4,,,1,0
38459,525447,394153,C1CCC(CC1)[C@@H]2CCN(C2)C(=O)OCC(Cl)(Cl)Cl,Inactive,12,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697387&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.6944,,,1,0,-4.1922,,,1,0
38460,525448,394154,C1CCC(CC1)[C@H]2CCN(C2)C(=O)OCC(Cl)(Cl)Cl,Inactive,14,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697388&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.8149,,,1,0,-4.4791,,,1,0
38461,525449,394155,C1C[C@H](C(C1)(C2=CC=CC=C2)C3=CC=CC=C3)OC(=O)OCC(Cl)(Cl)Cl,Inactive,3,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697389&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.1669,,,1,0,-4,,,1,0
38462,525450,394156,CC(C)CC1(CCNC1)C2=CC(=C(C=C2)OC)OC,Inactive,2,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697390&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.1073,,,1,0,-4,,,1,0
38463,525451,394157,CCC1(CCN2C1CC(C2=O)O)C3=CC(=C(C=C3)OC)OC,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697391&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
38464,525452,5470073,CC1(COC(OC1)(CC/C(=C\[N+](=O)[O-])/C2=CC(=C(C=C2)OC)OC)C=C)C,Inactive,14,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697392&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.8515,,,1,0,-4.4319,,,1,0
38465,525453,394159,CC1(COC2(CC[C@]3(C[C@H](ON4[C@H]3[C@@H]2CO4)O[C@@H]5CCCCC5C(C)(C)C6=CC=CC=C6)C7=CC(=C(C=C7)OC)OC)OC1)C,Inactive,5,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697393&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.3217,,,1,0,-4,,,1,0
38466,525454,6712559,CC1(COC(OC1)(CC[C@]2(C[C@H](O[N+](=C2)[O-])O[C@@H]3CCCC[C@H]3C(C)(C)C4=CC=CC=C4)C5=CC(=C(C=C5)OC)OC)C=C)C,Inactive,13,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697394&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.7904,,,2,0.2362,-4,,,2,0
38467,525455,394160,CC1=CC=C(C=C1)S(=O)(=O)N2CC[C@]3([C@@H]2[C@@H](C4(CC3)OCC(CO4)(C)C)CO)C5=CC(=C(C=C5)OC)OC,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697395&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
38468,525456,6712560,CC1(COC2(CC[C@]3(CCN4[C@H]3[C@@H]2COC4)C5=CC(=C(C=C5)OC)OC)OC1)C,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697396&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
38469,525457,394161,CN1CC[C@]2([C@@H]1CC(=O)CC2)C3=CC(=C(C=C3)OC)OC.Cl,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697397&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
38470,525458,6712561,CCOC(C)O[C@H]1C(=O)OCC1(C)C,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697398&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
38471,525459,394163,CC1(C2CCC1(C(C23OCCO3)OCC(C)(C)C)C)C,Inactive,5,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697399&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.2799,,,1,0,-4,,,1,0
38472,525460,394164,C[C@@]12[C@H]3CC[C@@H]1[C@@H](C(=O)N2CC3)O,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697400&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
38473,525461,394165,C[C@@]12[C@H]3CC[C@@H]1[C@H](ON2O[C@@H](C3)OC4CCCC[C@@H]4C5=CC=CC=C5)C(=O)OC,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697401&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
38474,525462,394166,C[C@]12[C@@H]3CC[C@H]1[C@H](C(=O)N2CC3)O,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697402&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
38475,525463,394167,C[C@]12[C@@H]3CC[C@H]1[C@H](C(=O)N2CC3)OC(=O)NC4=CC(=CC(=C4)[N+](=O)[O-])[N+](=O)[O-],Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697403&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
38476,525464,3883185,CCOC(CBr)OC1C(=O)OCC1(C)C,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697404&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
38477,525465,394168,CC1=[N+](O[C@@H]([C@@H]([C@H]1C2=CC=CC=C2)C(=O)C)OCC3=CC=CC=C3)[O-],Inactive,4,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697405&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.2615,,,1,0,-4,,,1,0
38478,525467,394170,COC1=C(C2=CC=CC=C2C=C1Br)C3=C(C(=CC4=CC=CC=C43)Br)OC,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697407&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
38479,525468,394171,C1=CC=C(C=C1)[Si](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC5=CC=CC=C5C(=C4O)C6=C(C(=CC7=CC=CC=C76)[Si](C8=CC=CC=C8)(C9=CC=CC=C9)C1=CC=CC=C1)O,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697408&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
38480,525469,394172,CC[C@@]1(C=[N+](O[C@@H]([C@@H]1OC(=O)C)OCC2=CC=CC=C2)[O-])CC3=CC(=C(C=C3)OC)OC,Inactive,8,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697409&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.4569,,,1,0,-4,,,1,0
38481,525470,6712562,CC[C@@]1(C=[N+](O[C@@H]([C@@H]1OC(=O)C)OC2CCCCC2C3=CC=CC=C3)[O-])CC4=CC(=C(C=C4)OC)OC,Inactive,4,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697410&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.2508,,,1,0,-4,,,1,0
38482,525471,394173,CC[C@]1([C@H]([C@H](ON2C1CC(O2)C(=O)OC)OCC3=CC=CC=C3)OC(=O)C)CC4=CC(=C(C=C4)OC)OC,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697411&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
38483,525472,6712563,CC[C@@]1(CN(C[C@@H]1OC(=O)C)S(=O)(=O)C2=CC=C(C=C2)C)CC3=CC(=C(C=C3)OC)OC,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697412&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
38484,525473,5351440,CN(C)CC1CCC/C(=C\C2=CC=C(C=C2)OC(=O)/C=C/C3=CC=CC=C3)/C1=O.Cl,Inactive,29,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697443&systemname=NCI+Cancer&idn1=1&idn2=1,,-5.7178,,,2,0.0221,-5.3933,,,2,0.0151
38485,525474,5470076,CN(C)CC1CCC/C(=C\C2=CC=C(C=C2)OC(=O)C3=CC=C(C=C3)Cl)/C1=O.Cl,Inactive,30,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697444&systemname=NCI+Cancer&idn1=1&idn2=1,,-5.772,,,2,0.0167,-5.4554,,,2,0.0137
38486,525480,6712564,CC1C(=O)[C@@]2(C(=C[C@@H]3[C@@]([C@@]2(C1=O)C(=O)OC)(CC[C@H]4[C@]3(CC[C@@H](C4(C)C)OC(=O)C)C=O)C)C)C,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697452&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
38487,525481,394185,C[C@@H]1[C@@H]2[C@H](C(=O)O[C@H]3[C@@]24CO[C@@]([C@@H]1O)([C@@H]4[C@@]5([C@@H](C3)C(=CC(=O)[C@H]5O)C)C)O)CC(=O)C=C(C)C,Active,67,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697453&systemname=NCI+Cancer&idn1=1&idn2=1,,-8,,,2,0,-7.3767,,,2,0.2927
38488,525484,394188,C1=CC=NC(=C1)C2=NC3=C(C=C(C=C3)C(=O)O)N=C2C4=CC=CC=N4,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697457&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
38489,525485,394189,CCOC(=O)C1=C(C(=C2N1CCCCC2)C#N)NC(=O)C3=CC=CC=C3,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697458&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
38490,525486,394190,CCOC(=O)C1=C(C(=C2N1CCCCC2)C#N)NC(=O)OC,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697459&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
38491,525487,3005401,CCNC(=S)NC1=C(N2CCCCCC2=C1C#N)C(=O)OCC,Inactive,3,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697460&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.1614,,,1,0,-4,,,1,0
38492,525488,394192,CCCCNC(=O)NC1=C(N2CCCCCC2=C1C(=O)N)C(=O)OCC,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697461&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
38493,525489,394193,CCOC(=O)C1=C(C(=C2N1CCCCC2)C(=O)N)NC(=O)NC3=CC=CC=C3,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697462&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
38494,525490,394194,C1CCC2=C3C(=CN2CC1)NC(=O)NC3=O,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697463&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
38495,525491,135400644,CC1=NC2=CN3CCCCCC3=C2C(=O)N1,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697464&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
38496,525493,394197,C1CCC2=C3C4=C(N2CC1)C(=O)N(C(=S)N4C(=O)N(C3=N)C5=CC=CC=C5)C6=CC=CC=C6,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697466&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,2,0,-4,,,2,0
38497,525494,6712565,CC(=O)NC1C(C(C(OC1OCC2=CC=CC=C2)CO)O)OCC(=O)N3CCCC3C(=O)N[C@@H](CCC(=O)NCCCCNC4=C5C(=NC6=CC=CC=C64)C=CC=C5[N+](=O)[O-])C(=O)N,Inactive,13,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697467&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.8032,,,1,0,-4.3893,,,1,0
38498,525495,489622,CC(C)C(C(=O)NC(CCC(=O)NCCCCNC1=C2C(=NC3=CC=CC=C31)C=CC=C2[N+](=O)[O-])C(=O)N)NC(=O)C(C)OC4C(C(OC(C4O)CO)OCC5=CC=CC=C5)NC(=O)C,Inactive,29,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697468&systemname=NCI+Cancer&idn1=1&idn2=1,,-5.7474,,,2,0.1254,-5.3234,,,2,0.0517
38499,525496,6712566,CC(C(=O)NC(CCC(=O)NCCCCNC1=C2C(=C(C=C1)[N+](=O)[O-])NC3=CC=CC=C3C2=O)C(=O)N)NC(=O)COC4C(C(OC(C4O)CO)OCC5=CC=CC=C5)NC(=O)C,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697469&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
38500,525497,3394029,CC(C)C(C(=O)NC(CCC(=O)NCCCNC1=C2C(=C(C=C1)[N+](=O)[O-])NC3=CC=CC=C3C2=O)C(=O)N)NC(=O)C(C)OC4C(C(OC(C4O)CO)OCC5=CC=CC=C5)NC(=O)C,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697470&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
38501,525498,6712567,CC(=O)NC1C(C(C(OC1OCC2=CC=CC=C2)CO)O)OCC(=O)N3CCCC3C(=O)N[C@@H](CCC(=O)NCCNCCNC4=C5C(=NC6=CC=CC=C64)C=CC=C5[N+](=O)[O-])C(=O)N,Inactive,27,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=697471&systemname=NCI+Cancer&idn1=1&idn2=1,,-5.6008,,,3,0.3959,-4.9762,,,3,0.7256
